text_number	file_name	file_path	segment_start	segment_end	segment_text
b03-109	b03-109.png	/105/b03-109.png	1760	1939	circumstances the time would come when this would
b03-109	b03-109.png	/105/b03-109.png	1939	2122	suit their convenience - rather than to change their
b03-109	b03-109.png	/105/b03-109.png	2122	2313	system of recording temperatures.
b04-040	b04-040.png	/108/b04-040.png	698	879	There is no reason whatsoever why he should reproach himself. The
b04-040	b04-040.png	/108/b04-040.png	879	1058	sisters had to quit as their home was falling down. And Mr. Crabb
b04-040	b04-040.png	/108/b04-040.png	1058	1234	did his best for them, even driving them to a new house. John
b04-040	b04-040.png	/108/b04-040.png	1234	1416	Crabb has the qualities of sympathy and understanding. Too
b04-040	b04-040.png	/108/b04-040.png	1416	1595	often lacking in officialdom. MR. HENRY NEWTON of Acton
b04-040	b04-040.png	/108/b04-040.png	1598	1774	does not want his daughter to marry a Scotsman.
b04-047	b04-047.png	/108/b04-047.png	696	876	He says that the Scots are foreigners who have no business to
b04-047	b04-047.png	/108/b04-047.png	876	1055	be in England. The first ruler of the United Kingdom was a
b04-047	b04-047.png	/108/b04-047.png	1055	1232	Scot. The Lord Chancellor is a Scot. The Prime Minister is a
b04-047	b04-047.png	/108/b04-047.png	1237	1416	Scot - and so were four of his predecessors this century.
b04-047	b04-047.png	/108/b04-047.png	1416	1597	Let Mr. Newton beware. By protesting against Scotland he
b04-047	b04-047.png	/108/b04-047.png	1597	1774	may be guilty of rebellion!
b04-034	b04-034.png	/108/b04-034.png	699	878	The Government should settle this argument with two words to
b04-034	b04-034.png	/108/b04-034.png	878	1054	the B.B.C.: - Go ahead! ONE man beyond all others is saddened
b04-034	b04-034.png	/108/b04-034.png	1054	1236	by the deaths of two elderly sisters who killed themselves because
b04-034	b04-034.png	/108/b04-034.png	1236	1416	they had to leave their cottage. Mr. John Crabb, clerk to
b04-034	b04-034.png	/108/b04-034.png	1416	1597	Newmarket urban council, says: ”I shall always feel this as a
b04-034	b04-034.png	/108/b04-034.png	1613	1762	personal failure.”
b04-026	b04-026.png	/108/b04-026.png	691	875	The dinner table is the best answer to the grumblers in
b04-026	b04-026.png	/108/b04-026.png	875	1055	Britain today! ”THIS is colour day,” proclaimed the American
b04-026	b04-026.png	/108/b04-026.png	1055	1231	television network, N.B.C. And hour after hour it poured out its
b04-026	b04-026.png	/108/b04-026.png	1231	1416	programmes in bright colours. In America colour TV is five years
b04-026	b04-026.png	/108/b04-026.png	1416	1593	old. There are already 600,000 sets in use. What about Britain?
b04-026	b04-026.png	/108/b04-026.png	1593	1773	The B.B.C.  is ready to launch a colour TV service, but the
b04-026	b04-026.png	/108/b04-026.png	1773	1955	commercial TV contractors want to delay it for 10 years.
b06-110	b06-110.png	/126/b06-110.png	671	853	But the Duke is wrong when he implies that young people
b06-110	b06-110.png	/126/b06-110.png	853	1032	prefer unskilled jobs. Countless numbers who want training
b06-110	b06-110.png	/126/b06-110.png	1032	1206	are denied it. One area electricity board in 1958
b06-110	b06-110.png	/126/b06-110.png	1206	1391	offered six craft apprenticeships and received 450
b06-110	b06-110.png	/126/b06-110.png	1391	1572	applications, of whom 100 were considered suitable by
b06-110	b06-110.png	/126/b06-110.png	1572	1748	the board. There were only 17 vacancies for the 58
b06-110	b06-110.png	/126/b06-110.png	1748	1933	boys who passed the Admiralty exams for Rosyth
b06-110	b06-110.png	/126/b06-110.png	1942	2107	dockyard last year.
c06-087	c06-087.png	/126/c06-087.png	703	819	Inevitably there comes the time when Mr. Hudson suddenly breaks
c06-087	c06-087.png	/126/c06-087.png	850	1029	with tradition and arrives there in July, when, just as
c06-087	c06-087.png	/126/c06-087.png	1029	1208	inevitably, the place is full of American teenagers on an
c06-087	c06-087.png	/126/c06-087.png	1208	1387	escorted tour. Result: Mr. Hudson and lady love Lollo find
c06-087	c06-087.png	/126/c06-087.png	1387	1564	themselves playing chaperon (Brenda de Banzie, the official
c06-087	c06-087.png	/126/c06-087.png	1564	1751	one, has broken a leg) to the girls, who have just
c06-087	c06-087.png	/126/c06-087.png	1751	1930	been joined by a Jeep-load of boys.
c06-052	c06-052.png	/126/c06-052.png	677	852	What happened to the new book partially tape-recorded
c06-052	c06-052.png	/126/c06-052.png	852	1033	by his publishers in March of last year? Still a skeleton. Yet
c06-052	c06-052.png	/126/c06-052.png	1034	1213	I have before me now a 12,000-word manuscript of
c06-052	c06-052.png	/126/c06-052.png	1213	1392	a book planned to be called Confessions of an Irish
c06-052	c06-052.png	/126/c06-052.png	1392	1573	Rebel which was delivered to his agents in June. IT
c06-052	c06-052.png	/126/c06-052.png	1573	1752	begins: ”There was a party to celebrate Deirdre’s
c06-052	c06-052.png	/126/c06-052.png	1752	1925	return from her abortion in Bristol.”
b06-012	b06-012.png	/126/b06-012.png	676	854	His job is to build up the military apparatus which
b06-012	b06-012.png	/126/b06-012.png	854	1032	will back West Germany’s economic domination of Western
b06-012	b06-012.png	/126/b06-012.png	1032	1212	Europe through the Common Market. He continued this week
b06-012	b06-012.png	/126/b06-012.png	1212	1391	the argument with Mr. Watkinson which he had in public at a
b06-012	b06-012.png	/126/b06-012.png	1391	1573	Nato council meeting last year over the question: do we
b06-012	b06-012.png	/126/b06-012.png	1573	1755	fight a 30-day war or a 90-day war?
b06-036	b06-036.png	/126/b06-036.png	662	847	Now the argument is being used that Nato must be maintained
b06-036	b06-036.png	/126/b06-036.png	847	1025	and Britain must stay in it to keep the Germans in
b06-036	b06-036.png	/126/b06-036.png	1025	1206	control. Nato, far from being a means of controlling
b06-036	b06-036.png	/126/b06-036.png	1206	1386	the German militarists, is, in fact, the cover for
b06-036	b06-036.png	/126/b06-036.png	1386	1573	building up their power. What must Britain do? Today,
b06-036	b06-036.png	/126/b06-036.png	1573	1758	again, she has a key role. Let her tell men like Strauss
b06-036	b06-036.png	/126/b06-036.png	1758	1941	that he shall have no bases or ”facilities,” no help in
b06-036	b06-036.png	/126/b06-036.png	1943	2114	his quest for atomic arms.
a01-091	a01-091.png	/016/a01-091.png	690	898	The result of the vote was not in
a01-091	a01-091.png	/016/a01-091.png	898	1083	doubt. For the Tories were massed
a01-091	a01-091.png	/016/a01-091.png	1083	1262	in answer to their whips to defeat a
a01-091	a01-091.png	/016/a01-091.png	1262	1440	censure motion on the Government for
a01-091	a01-091.png	/016/a01-091.png	1440	1619	”undermining the Health Service” and
a01-091	a01-091.png	/016/a01-091.png	1619	1797	placing heavy burdens on those least
a01-091	a01-091.png	/016/a01-091.png	1797	1972	able to bear them. Mr. Brown
a01-091	a01-091.png	/016/a01-091.png	1972	2151	declared that the policy under censure
a01-091	a01-091.png	/016/a01-091.png	2151	2330	was monstrous. It had offended many
a01-091	a01-091.png	/016/a01-091.png	2330	2536	people far beyond the ranks of Labour
a01-091	a01-091.png	/016/a01-091.png	2536	2698	supporters.
a01-077	a01-077.png	/016/a01-077.png	685	892	And, since this is election year in West
a01-077	a01-077.png	/016/a01-077.png	892	1072	Germany, Dr. Adenauer is in a tough
a01-077	a01-077.png	/016/a01-077.png	1072	1253	spot. Joyce Egginton cables: President
a01-077	a01-077.png	/016/a01-077.png	1253	1427	Kennedy at his Washington Press con-
a01-077	a01-077.png	/016/a01-077.png	1427	1607	ference admitted he did not know
a01-077	a01-077.png	/016/a01-077.png	1607	1792	whether America was lagging behind
a01-077	a01-077.png	/016/a01-077.png	1792	1973	Russia in missile power. He said he
a01-077	a01-077.png	/016/a01-077.png	1973	2154	was waiting for his senior military
a01-077	a01-077.png	/016/a01-077.png	2154	2331	aides to come up with the answer on
a01-077	a01-077.png	/016/a01-077.png	2331	2510	February 20.
a01-102	a01-102.png	/016/a01-102.png	900	1080	”After a lifetime of helping others and
a01-102	a01-102.png	/016/a01-102.png	1080	1267	healing the sick, my considered
a01-102	a01-102.png	/016/a01-102.png	1267	1438	opinion is that anybody supporting
a01-102	a01-102.png	/016/a01-102.png	1438	1616	the increased charges is a wicked,
a01-102	a01-102.png	/016/a01-102.png	1616	1803	old -.” Mr. Brown went on: ”We
a01-102	a01-102.png	/016/a01-102.png	1803	1976	are dealing with a noble edifice which
a01-102	a01-102.png	/016/a01-102.png	1976	2158	needs an imaginative architect to
a01-102	a01-102.png	/016/a01-102.png	2158	2336	improve it, but it has got a
a01-102	a01-102.png	/016/a01-102.png	2336	2520	quantity surveyor. We have descended
a01-102	a01-102.png	/016/a01-102.png	2520	2692	from the real problems to fiddling about
a03-054	a03-054.png	/053/a03-054.png	850	1042	Everything is being done to promote
a03-054	a03-054.png	/053/a03-054.png	1042	1215	a new image. Certainly, he is now a
a03-054	a03-054.png	/053/a03-054.png	1215	1395	much lessly trounced by Mr. Diefen-
a03-054	a03-054.png	/053/a03-054.png	1395	1572	baker in the House in those early
a03-054	a03-054.png	/053/a03-054.png	1572	1753	days. It has been a hard road back
a03-054	a03-054.png	/053/a03-054.png	1753	1936	but now, with plenty of political
a03-054	a03-054.png	/053/a03-054.png	1936	2113	ammunition given him by the Gov-
a03-054	a03-054.png	/053/a03-054.png	2113	2285	ernment in recent sessions, he is
a03-054	a03-054.png	/053/a03-054.png	2285	2465	leading the Opposition with skill and
a03-054	a03-054.png	/053/a03-054.png	2465	2627	assurance and is a match for the
b04-162	b04-162.png	/113/b04-162.png	686	872	CONTRAST his firm, successful rule in Rhodesia
b04-162	b04-162.png	/113/b04-162.png	873	1051	with what has happened in the Congo. There
b04-162	b04-162.png	/113/b04-162.png	1053	1235	Welensky’s opponents have carried their theories
b04-162	b04-162.png	/113/b04-162.png	1237	1416	into practice. There a UNO army of Africans,
b04-162	b04-162.png	/113/b04-162.png	1416	1595	bossed by an Indian, has been in charge for
b04-162	b04-162.png	/113/b04-162.png	1595	1770	months. And what has it made of the Congo?
b04-162	b04-162.png	/113/b04-162.png	1770	1944	A bloodstained shambles. No wonder
b04-162	b04-162.png	/113/b04-162.png	1944	2132	Welensky has lost all patience with his
b04-162	b04-162.png	/113/b04-162.png	2141	2300	misguided tormentors.
b04-169	b04-169.png	/113/b04-169.png	704	870	They have earned his strictures. And his
b04-169	b04-169.png	/113/b04-169.png	887	1059	contempt. SOME people are for ever complaining
b04-169	b04-169.png	/113/b04-169.png	1059	1235	that teenagers earn too much and spend it all
b04-169	b04-169.png	/113/b04-169.png	1247	1421	when they get it. Nowa survey of the Post
b04-169	b04-169.png	/113/b04-169.png	1421	1595	Office Savings Bank shows how wrong that
b04-169	b04-169.png	/113/b04-169.png	1602	1782	idea is. The biggest group of depositors in
b04-169	b04-169.png	/113/b04-169.png	1782	1953	the bank is made up of boys and girls aged 15
b04-175	b04-175.png	/113/b04-175.png	709	878	Certainly teenagers earn more than ever before.
b04-175	b04-175.png	/113/b04-175.png	880	1054	Certainly they spend more. But how splendid
b04-175	b04-175.png	/113/b04-175.png	1063	1234	that in the most prosperous days in this
b04-175	b04-175.png	/113/b04-175.png	1234	1421	country’s history the old-fashioned virtue of thrift
b04-175	b04-175.png	/113/b04-175.png	1425	1596	should still have a powerful appeal for young
b04-175	b04-175.png	/113/b04-175.png	1596	1768	people. THE Danes are annoyed with British
b04-175	b04-175.png	/113/b04-175.png	1780	1964	farmers for fighting against Danish competition.
b04-175	b04-175.png	/113/b04-175.png	1964	2130	They say that our farmers do not seem to
b04-175	b04-175.png	/113/b04-175.png	2136	2306	understand the meaning of free trade.
b04-181	b04-181.png	/113/b04-181.png	687	868	There is no doubt what the Danes understand
b04-181	b04-181.png	/113/b04-181.png	868	1050	by free trade. It is that they should be free
b04-181	b04-181.png	/113/b04-181.png	1050	1243	to sell as much as they like here, while buying
b04-181	b04-181.png	/113/b04-181.png	1243	1410	more and more from our rivals. Germany has
b04-181	b04-181.png	/113/b04-181.png	1412	1590	now supplanted Britain as Denmark’s
b04-181	b04-181.png	/113/b04-181.png	1590	1772	principal supplier. The farmers of Britain
b04-181	b04-181.png	/113/b04-181.png	1772	1967	understand free trade. That is why they fight
c02-078	c02-078.png	/147/c02-078.png	879	1041	It has a great look of speed and technical fun
c02-078	c02-078.png	/147/c02-078.png	1059	1220	about it, of enormous cinematic enjoyment, and
c02-078	c02-078.png	/147/c02-078.png	1233	1396	above all of cinematic sense. Much of it has
c02-078	c02-078.png	/147/c02-078.png	1411	1577	that air of improvisation, as of off-the-cuff
c02-078	c02-078.png	/147/c02-078.png	1591	1751	living, that once seemed so new and so
c02-078	c02-078.png	/147/c02-078.png	1768	1932	attractive. The story (not that the story, in the
c02-078	c02-078.png	/147/c02-078.png	1950	2112	sense of plot, matters much; but in the sense of
c02-078	c02-078.png	/147/c02-078.png	2128	2288	situation and movement it matters a lot) is
c02-078	c02-078.png	/147/c02-078.png	2302	2469	that of a man on the run (Jean-Paul Belmondo),
c02-078	c02-078.png	/147/c02-078.png	2480	2647	who spends a few days with an American girl
a02-050	a02-050.png	/028/a02-050.png	839	1011	If the threatened ”counter-revolution” was not*to bring
a02-050	a02-050.png	/028/a02-050.png	1026	1198	the President back from his travels it might have been
a02-050	a02-050.png	/028/a02-050.png	1203	1376	thought that the muster from the 13 States of the
a02-050	a02-050.png	/028/a02-050.png	1381	1556	Commonwealth was an occasion worthy of his presence.
a02-050	a02-050.png	/028/a02-050.png	1557	1737	After all it was Mr. Nkrumah who suggested that this
a02-050	a02-050.png	/028/a02-050.png	1740	1913	year the Economic Consultative Council should
a02-050	a02-050.png	/028/a02-050.png	1913	2145	meet in Accra.
a03-017	a03-017.png	/044/a03-017.png	693	883	Prince Souvanna Phouma has not yet replied to
a03-017	a03-017.png	/044/a03-017.png	883	1056	the mission, but recent statements made by him
a03-017	a03-017.png	/044/a03-017.png	1056	1234	in Phnom Penh indicate that he still regards
a03-017	a03-017.png	/044/a03-017.png	1234	1411	himself as the only legal Prime Minister of
a03-017	a03-017.png	/044/a03-017.png	1411	1595	Laos. His policy of strict neutrality from 1951
a03-017	a03-017.png	/044/a03-017.png	1595	1774	to 1958 kept the kingdom in peace, though
a03-017	a03-017.png	/044/a03-017.png	1774	1954	at the cost of virtual partition of the country
a03-017	a03-017.png	/044/a03-017.png	1954	2131	into the pro-communist north and the
a03-017	a03-017.png	/044/a03-017.png	2138	2308	pro-western centre and south.
a03-009	a03-009.png	/041/a03-009.png	709	884	The wish was particularly apparent in comments
a03-009	a03-009.png	/041/a03-009.png	886	1063	on the occasion of the conference in Casablanca and,
a03-009	a03-009.png	/041/a03-009.png	1063	1241	in particular, in Yugoslav approval of the idea of an
a03-009	a03-009.png	/041/a03-009.png	1241	1418	inter-African consultative assembly which would
a03-009	a03-009.png	/041/a03-009.png	1422	1598	coordinate activity on the political and economic
a03-009	a03-009.png	/041/a03-009.png	1598	1779	sphere; and it is not difficult to see that President
a03-009	a03-009.png	/041/a03-009.png	1779	1959	Tito would like some such idea extended also
a03-009	a03-009.png	/041/a03-009.png	1959	2135	to the whole uncommitted world.
a06-025	a06-025.png	/070/a06-025.png	701	862	The other TUC demands: Five leading
a06-025	a06-025.png	/070/a06-025.png	886	1044	Communists must not hold office for five
a06-025	a06-025.png	/070/a06-025.png	1071	1224	years; Sub-committees set up to strip
a06-025	a06-025.png	/070/a06-025.png	1247	1402	secretary John Byrne of his powers must
a06-025	a06-025.png	/070/a06-025.png	1423	1579	disband in ten days. These the ETU
a06-025	a06-025.png	/070/a06-025.png	1605	1761	executive rejected as ”wholly unacceptable”
a06-025	a06-025.png	/070/a06-025.png	1777	1934	and” unwarranted interference.” But it
a06-025	a06-025.png	/070/a06-025.png	1960	2119	agreed to postpone operation of the sub-
a01-003	a01-003.png	/002/a01-003.png	869	1052	Though they may gather some Left-wing support, a
a01-003	a01-003.png	/002/a01-003.png	1052	1217	large majority of Labour M Ps are likely to
a01-003	a01-003.png	/002/a01-003.png	1223	1395	turn down the Foot-Griffiths resolution. Mr.
a01-003	a01-003.png	/002/a01-003.png	1399	1568	Foot’s line will be that as Labour M Ps
a01-003	a01-003.png	/002/a01-003.png	1584	1754	opposed the Government Bill which brought
a01-003	a01-003.png	/002/a01-003.png	1767	1933	life peers into existence, they should not
a01-003	a01-003.png	/002/a01-003.png	1957	2112	now put forward nominees. He believes
a01-003	a01-003.png	/002/a01-003.png	2112	2286	that the House of Lords should be abolished
a01-003	a01-003.png	/002/a01-003.png	2287	2459	and that Labour should not take any steps
a01-003	a01-003.png	/002/a01-003.png	2483	2647	which would appear to ”prop up” an out-dated
c04-122	c04-122.png	/164/c04-122.png	883	1062	”Let’s have another song with a month in it,” said Tolch. Mr.
c04-122	c04-122.png	/164/c04-122.png	1068	1243	Charles obliged with ”April Serenade.” This week it appears, a
c04-122	c04-122.png	/164/c04-122.png	1243	1427	tuneful melody sung impeccably by Robert Earl (Philips). PRODUCER
c04-122	c04-122.png	/164/c04-122.png	1429	1607	Russell Turner, 33, provides his last programme for the B B C tonight
c04-122	c04-122.png	/164/c04-122.png	1607	1784	with Robert Harbin’s ”Mystery and Magic” (7.30). After six years
c04-122	c04-122.png	/164/c04-122.png	1786	1963	with the Corporation, during which he started ”Juke Box Jury” and
c04-122	c04-122.png	/164/c04-122.png	1967	2142	directed ”Six-Five Special,” Turner is aiming to go into free-lance
c04-122	c04-122.png	/164/c04-122.png	2155	2318	TV, film and stage production work.
c04-075	c04-075.png	/164/c04-075.png	909	1074	Thus, musician David Lisbon’s chances of being a starred
c04-075	c04-075.png	/164/c04-075.png	1088	1252	disc solo pianist were greatly enhanced when he dug out
c04-075	c04-075.png	/164/c04-075.png	1255	1430	A PACKET OF DRAWING-PINS. ”Why not,” thought ex-soldier
c04-075	c04-075.png	/164/c04-075.png	1449	1613	Mr. Lisbon, who is twenty-three, and lives in Dagenham, Essex,
c04-075	c04-075.png	/164/c04-075.png	1628	1789	”press a thumb-tack into the nose of the hammers that strike
c04-075	c04-075.png	/164/c04-075.png	1804	1971	the piano strings?” He did, on his piano at home. There weren’t
c04-075	c04-075.png	/164/c04-075.png	1986	2155	enough tacks and he got only the middle hammers done.
a03-023	a03-023.png	/046/a03-023.png	883	1060	This emphasis on the legality of the former
a03-023	a03-023.png	/046/a03-023.png	1060	1240	Government suggests that all is not well
a03-023	a03-023.png	/046/a03-023.png	1240	1419	with the political and military leadership
a03-023	a03-023.png	/046/a03-023.png	1420	1595	of the pro-communists. Most of the
a03-023	a03-023.png	/046/a03-023.png	1595	1777	province of Xieng Khouang and the
a03-023	a03-023.png	/046/a03-023.png	1777	1956	tactically useful Plain of Jars, however,
a03-023	a03-023.png	/046/a03-023.png	1956	2132	appear still to be firmly in their hands.
a03-023	a03-023.png	/046/a03-023.png	2143	2318	The Government has claimed the
a03-023	a03-023.png	/046/a03-023.png	2318	2490	recapture of Vang Vieng, the pro-
a03-023	a03-023.png	/046/a03-023.png	2490	2671	communists’ former base 60 miles
c02-082	c02-082.png	/148/c02-082.png	842	1029	BELMONDO reappears at the Paris Pullman
c02-082	c02-082.png	/148/c02-082.png	1029	1209	in Moderato Cantabile (curiously trans-
c02-082	c02-082.png	/148/c02-082.png	1209	1387	lated into Seven Days... Seven Nights...
c02-082	c02-082.png	/148/c02-082.png	1387	1567	A certificate), Peter Brook’s film made
c02-082	c02-082.png	/148/c02-082.png	1567	1743	in France and shown last autumn at
c02-082	c02-082.png	/148/c02-082.png	1743	1924	the London Film Festival. In spite of
c02-082	c02-082.png	/148/c02-082.png	1925	2105	magnificent performances from him and
c02-082	c02-082.png	/148/c02-082.png	2105	2284	from Jeanne Moreau, this has been fairly
c02-082	c02-082.png	/148/c02-082.png	2284	2462	well trounced by the critics wherever it
c02-082	c02-082.png	/148/c02-082.png	2462	2645	has appeared. Leisurely, even slow,
a03-040	a03-040.png	/051/a03-040.png	665	843	All four were Conservative strongholds. Last September
a03-040	a03-040.png	/051/a03-040.png	846	1027	a public poll showed that for the first time since
a03-040	a03-040.png	/051/a03-040.png	1032	1210	the Administration came to power in 1957 the
a03-040	a03-040.png	/051/a03-040.png	1212	1388	Liberals were ahead (43 per cent were in favour
a03-040	a03-040.png	/051/a03-040.png	1388	1567	of „The Grits“ if a federal election had been
a03-040	a03-040.png	/051/a03-040.png	1570	1750	held last autumn, 38 per cent for the
a03-040	a03-040.png	/051/a03-040.png	1750	1928	Conservatives and 12 per cent for the C.C.F.).
c06-095	c06-095.png	/131/c06-095.png	691	875	”That’s how I got into all this trouble.”
c06-095	c06-095.png	/131/c06-095.png	875	1057	”He’s got to be 35,” says Bobby Darin,
c06-095	c06-095.png	/131/c06-095.png	1057	1236	the chief spokesman of the jeans-and-
c06-095	c06-095.png	/131/c06-095.png	1240	1419	Jeep brigadiers as they’re scheming to
c06-095	c06-095.png	/131/c06-095.png	1419	1593	get rid of old man, solid Rock. ”How
c06-095	c06-095.png	/131/c06-095.png	1593	1770	many hills can he take?” Of course Mr.
c06-095	c06-095.png	/131/c06-095.png	1773	1948	Hudson can take one more hill than the
c06-095	c06-095.png	/131/c06-095.png	1962	2123	youngsters.
b06-042	b06-042.png	/131/b06-042.png	695	872	A policy which breaks with military
b06-042	b06-042.png	/131/b06-042.png	875	1053	alliances like Nato and seeks friendship
b06-042	b06-042.png	/131/b06-042.png	1053	1231	with the Soviet Union can prevent another
b06-042	b06-042.png	/131/b06-042.png	1234	1416	betrayal like that of the ’30s. Shipbuilding
b06-042	b06-042.png	/131/b06-042.png	1418	1593	Draughtsmen, writing in his personal capa-
b06-042	b06-042.png	/131/b06-042.png	1593	1772	city:*¿ I WAS pleased to read J. R. Camp-
b06-042	b06-042.png	/131/b06-042.png	1772	1949	bell’s article, for, as president of a union
b06-042	b06-042.png	/131/b06-042.png	1949	2127	which fought for and still stands on the
b06-042	b06-042.png	/131/b06-042.png	2127	2306	policy decisions established at the Scar-
b06-042	b06-042.png	/131/b06-042.png	2310	2488	borough Labour Party Conference I am
b06-042	b06-042.png	/131/b06-042.png	2488	2664	appalled at the character of the current
b06-068	b06-068.png	/131/b06-068.png	696	873	All recent events show how correct the
b06-068	b06-068.png	/131/b06-068.png	873	1056	Scarborough decisions were. The Kennedy
b06-068	b06-068.png	/131/b06-068.png	1056	1235	Administration’s sharpened policies, the
b06-068	b06-068.png	/131/b06-068.png	1235	1413	speeded-up drive to improve West
b06-068	b06-068.png	/131/b06-068.png	1416	1593	Germany’s armament, the new attempt
b06-068	b06-068.png	/131/b06-068.png	1593	1770	to rush Britain into the European Common
b06-068	b06-068.png	/131/b06-068.png	1770	1951	Market, and the kite-flying on Spain
b06-068	b06-068.png	/131/b06-068.png	1951	2131	present a whole new proof that to abandon
b06-068	b06-068.png	/131/b06-068.png	2131	2309	Scarborough is to expose Britain and her
b06-068	b06-068.png	/131/b06-068.png	2309	2488	working class to sharp new dangers - that
b06-068	b06-068.png	/131/b06-068.png	2488	2661	Gaitskellism is bankrupt.
c06-058	c06-058.png	/131/c06-058.png	698	879	It is ribald, funny, brilliantly observant
c06-058	c06-058.png	/131/c06-058.png	879	1056	of character, and authentic as a glass
c06-058	c06-058.png	/131/c06-058.png	1056	1233	of draught porter. But will we see its
c06-058	c06-058.png	/131/c06-058.png	1233	1415	end? The last scene of this fragment
c06-058	c06-058.png	/131/c06-058.png	1415	1594	is in a pub where the author throws a
c06-058	c06-058.png	/131/c06-058.png	1596	1770	10 note on to the bar and orders a
c06-058	c06-058.png	/131/c06-058.png	1772	1950	round for the pals, one of whom cries:
c04-017	c04-017.png	/159/c04-017.png	718	899	But 6,000 miles seems a heck of a way to go
c04-017	c04-017.png	/159/c04-017.png	899	1075	for a new hit song. He might be well advised to
c04-017	c04-017.png	/159/c04-017.png	1075	1265	think hard and long before his next jump into the
c04-017	c04-017.png	/159/c04-017.png	1279	1430	Hollywood arena.
c04-017	c04-017.png	/159/c04-017.png	1430	1621	VERDICT: Vaughan should have by-passed this approach.
c04-017	c04-017.png	/159/c04-017.png	1621	1805	RONALD Lewis has just left for his first taste of the
c04-017	c04-017.png	/159/c04-017.png	1805	1985	Hollywood treatment, thanks to a sound performance in
c04-017	c04-017.png	/159/c04-017.png	1985	2163	”Taste of Fear” (Warner Theatre, ”X”).
c04-035	c04-035.png	/159/c04-035.png	712	893	Navigator Sid is a tower of strength when
c04-035	c04-035.png	/159/c04-035.png	893	1078	newly-weds Ian Carmichael and Janette Scott let
c04-035	c04-035.png	/159/c04-035.png	1078	1250	loose their ancient houseboat on a honeymoon trip down
c04-035	c04-035.png	/159/c04-035.png	1250	1431	the river. The film starts off brightly enough but,
c04-035	c04-035.png	/159/c04-035.png	1431	1616	half-way through, the plot (as well as the boat) springs
c04-035	c04-035.png	/159/c04-035.png	1616	1793	a near-disastrous leak. Familiar members of Britain’s
c04-035	c04-035.png	/159/c04-035.png	1793	1974	repertory team of comedy character-actors jump through
c04-035	c04-035.png	/159/c04-035.png	1974	2160	equally familiar hoops to mild laughter.
a02-116	a02-116.png	/038/a02-116.png	667	838	It was Mr. Butler who authorised action which
a02-116	a02-116.png	/038/a02-116.png	846	1020	ended yesterday in 32 members of the
a02-116	a02-116.png	/038/a02-116.png	1024	1200	Committee of 100 being imprisoned for inciting
a02-116	a02-116.png	/038/a02-116.png	1205	1378	a breach of the peace. The committee’s
a02-116	a02-116.png	/038/a02-116.png	1379	1557	president 89-year-old Earl Russell and
a02-116	a02-116.png	/038/a02-116.png	1560	1736	his 61-year-old wife were each jailed for
a02-116	a02-116.png	/038/a02-116.png	1736	1913	a week. Playwrights Arnold Wesker (The Kitchen)
a02-116	a02-116.png	/038/a02-116.png	1913	2094	and Robert Bolt (The Flowering Cherry) were
a02-116	a02-116.png	/038/a02-116.png	2109	2262	jailed for a month.
b05-062	b05-062.png	/118/b05-062.png	678	854	He feels satisfaction ”from the fact that my personality had been
b05-062	b05-062.png	/118/b05-062.png	858	1029	tested and weighed and not found wanting.” He feels like
b05-062	b05-062.png	/118/b05-062.png	1036	1205	Pontius Pilate who washed his hands before the multitude
b05-062	b05-062.png	/118/b05-062.png	1222	1389	saying: ”I am innocent of the blood of this just person.”
b05-062	b05-062.png	/118/b05-062.png	1397	1566	Like Dr. Globke, whom I interviewed the other day, Eichmann
b05-062	b05-062.png	/118/b05-062.png	1566	2699	said:
b05-071	b05-071.png	/118/b05-071.png	690	851	He understood the whole apparatus with an exact and
b05-071	b05-071.png	/118/b05-071.png	873	1034	meticulous comprehension that could only have come from a man
b05-071	b05-071.png	/118/b05-071.png	1050	1213	who used the system - and used it with power and authority.
b05-071	b05-071.png	/118/b05-071.png	1229	1399	The appalling thing about the Germans is that they can kid them-
b05-071	b05-071.png	/118/b05-071.png	1408	1574	selves and feel a sense of righteousness when their hands are
b05-071	b05-071.png	/118/b05-071.png	1601	1741	red with blood.
b05-067	b05-067.png	/118/b05-067.png	686	851	”I drew a certain solace from the fact that I did what I
b05-067	b05-067.png	/118/b05-067.png	868	1034	could despite my low rank.” Eichmann is on dangerous ground
b05-067	b05-067.png	/118/b05-067.png	1048	1212	when he pleads that he was only a small unit on the base
b05-067	b05-067.png	/118/b05-067.png	1220	1393	of the triangle that led to Hitler, Himmler, Hess and Goering
b05-067	b05-067.png	/118/b05-067.png	1405	1572	at the apex. In examination he betrayed an expert and
b05-067	b05-067.png	/118/b05-067.png	1581	1751	intimate knowledge of every link in the chain of command that
b05-067	b05-067.png	/118/b05-067.png	1773	1913	led to the top.
h05-012	h05-012.png	/118/h05-012.png	695	860	5. Other forms of war damage payment made by the Commission
h05-012	h05-012.png	/118/h05-012.png	878	1040	are highway payments, clearance payments (for clearing remains of
h05-012	h05-012.png	/118/h05-012.png	1044	1212	structures from ”total loss” sites) and church payments. Although
h05-012	h05-012.png	/118/h05-012.png	1229	1397	differing in certain important ways from the ordinary cost of
h05-012	h05-012.png	/118/h05-012.png	1410	1570	works payments, the sums paid under these heads have the
h05-012	h05-012.png	/118/h05-012.png	1585	1752	common feature that they are all payments in respect of works
h05-012	h05-012.png	/118/h05-012.png	1770	1918	which have been carried out.
